epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
195,244.818,0.84593,0.41883,0.98888,0.99789,1,0.995,0.71647,1.10851,0.42585,1.02278,0.000854717,0.000854717,0.000854717
196,246.193,0.95389,0.44178,1.02699,0.99797,1,0.995,0.727,1.08102,0.42064,1.01568,0.000840824,0.000840824,0.000840824
197,247.674,0.88454,0.43073,1.00609,0.998,1,0.995,0.74334,1.09448,0.42045,1.02758,0.000827005,0.000827005,0.000827005
198,248.991,0.86783,0.42314,0.99537,0.99787,1,0.995,0.7051,1.20109,0.41776,1.07375,0.000813262,0.000813262,0.000813262
199,250.29,0.83882,0.41578,0.96964,0.99777,1,0.995,0.70913,1.20365,0.42254,1.07466,0.000799596,0.000799596,0.000799596
200,251.554,0.86073,0.42407,0.98607,0.99789,1,0.995,0.72527,1.12547,0.40804,1.03796,0.000786008,0.000786008,0.000786008
201,252.82,0.87529,0.41666,0.98983,0.9975,1,0.995,0.7292,1.13871,0.4137,1.04454,0.0007725,0.0007725,0.0007725
202,254.137,0.8382,0.42609,0.97718,0.99768,1,0.995,0.70427,1.25201,0.44236,1.09102,0.000759073,0.000759073,0.000759073
203,255.385,0.89932,0.41648,0.9962,0.99796,1,0.995,0.69914,1.24242,0.44783,1.08273,0.00074573,0.00074573,0.00074573
204,256.608,0.85282,0.41091,0.97363,0.99801,1,0.995,0.73492,1.17092,0.43825,1.05092,0.000732471,0.000732471,0.000732471
205,257.853,0.91373,0.416,1.02409,0.99802,1,0.995,0.74272,1.15779,0.42719,1.04883,0.000719297,0.000719297,0.000719297
206,259.111,0.83962,0.40462,0.97056,0.998,1,0.995,0.7159,1.2503,0.4449,1.09422,0.000706211,0.000706211,0.000706211
207,260.346,0.82814,0.39237,0.97636,1,1,0.995,0.68962,1.26088,0.44561,1.11425,0.000693214,0.000693214,0.000693214
208,261.587,0.91905,0.41152,1.00298,0.99796,1,0.995,0.69116,1.23894,0.4335,1.10166,0.000680306,0.000680306,0.000680306
209,262.847,0.81258,0.38565,0.9438,0.99781,1,0.995,0.71657,1.14339,0.41927,1.05041,0.00066749,0.00066749,0.00066749
210,264.151,0.83548,0.3938,0.9497,0.99799,1,0.995,0.74159,1.08683,0.41573,1.02615,0.000654767,0.000654767,0.000654767
211,265.411,0.83757,0.40274,0.96682,0.99801,1,0.995,0.71884,1.12299,0.42513,1.03883,0.000642139,0.000642139,0.000642139
212,266.635,0.86905,0.40516,0.98506,0.99802,1,0.995,0.68419,1.19343,0.43527,1.06696,0.000629606,0.000629606,0.000629606
213,267.883,0.82304,0.39794,0.98624,0.99798,1,0.995,0.67416,1.21473,0.44119,1.07754,0.00061717,0.00061717,0.00061717
214,269.106,0.84214,0.39376,0.99522,0.99802,1,0.995,0.70808,1.16815,0.42411,1.0639,0.000604833,0.000604833,0.000604833
215,270.397,0.85462,0.41606,0.97396,0.998,1,0.995,0.72399,1.12876,0.42932,1.04816,0.000592596,0.000592596,0.000592596
216,271.681,0.82011,0.39646,0.96585,0.99805,1,0.995,0.72391,1.13551,0.41597,1.04666,0.000580459,0.000580459,0.000580459
217,272.969,0.82134,0.40135,0.9802,0.99807,1,0.995,0.74081,1.13623,0.41111,1.04079,0.000568425,0.000568425,0.000568425
218,274.19,0.84299,0.39639,0.97047,0.99807,1,0.995,0.74724,1.10128,0.40112,1.01994,0.000556495,0.000556495,0.000556495
219,275.429,0.76461,0.37211,0.92849,0.99815,1,0.995,0.75845,1.04806,0.39708,1.00257,0.00054467,0.00054467,0.00054467
220,276.672,0.85806,0.39701,0.99685,0.99815,1,0.995,0.77003,1.04695,0.41054,1.00494,0.000532952,0.000532952,0.000532952
221,277.923,0.77054,0.37554,0.93298,0.99794,1,0.995,0.72163,1.13999,0.42855,1.04191,0.000521341,0.000521341,0.000521341
222,279.223,0.78529,0.38837,0.97334,0.99801,1,0.995,0.71211,1.21811,0.42698,1.07562,0.000509839,0.000509839,0.000509839
223,280.469,0.77587,0.38141,0.97281,0.998,1,0.995,0.71108,1.22637,0.42819,1.08229,0.000498448,0.000498448,0.000498448
224,281.735,0.86414,0.41325,0.98295,0.99799,1,0.995,0.72929,1.17159,0.41895,1.06488,0.000487167,0.000487167,0.000487167
225,282.985,0.75071,0.36621,0.94544,0.99795,1,0.995,0.73729,1.13327,0.42499,1.04664,0.000476,0.000476,0.000476
226,284.272,0.80752,0.38309,0.97086,0.99801,1,0.995,0.72933,1.10301,0.41454,1.02306,0.000464946,0.000464946,0.000464946
